Day_of_Week,Time_of_Booking,Days_Before_Travel,Train_Popularity,Season,Travel_Class,Num_Passengers,Booking_Type,Waiting_List_Position,Ticket_Confirmed
Wed,Evening,109,Low,Normal,2AC,2,Normal,56,0
Sun,Night,42,Medium,Festival,1AC,3,Normal,29,0
Wed,Evening,11,High,Holiday,3AC,4,Normal,3,0
Sun,Night,33,Medium,Festival,2AC,2,Normal,79,0
Mon,Evening,109,Low,Festival,3AC,2,Normal,73,1
Thu,Night,84,Medium,Normal,Sleeper,5,Tatkal,31,1
Sun,Night,100,High,Holiday,2AC,5,Tatkal,81,1
Thu,Evening,101,High,Holiday,3AC,3,Tatkal,92,0
Fri,Morning,33,High,Festival,Sleeper,5,Tatkal,70,0
Wed,Night,45,Low,Normal,1AC,2,Normal,40,0
Tue,Night,78,High,Festival,2AC,5,Tatkal,87,0
Fri,Morning,29,Medium,Festival,3AC,3,Tatkal,94,0
Sun,Night,72,High,Normal,2AC,1,Tatkal,80,1
Thu,Afternoon,17,Medium,Normal,2AC,4,Normal,78,1
Mon,Afternoon,80,Medium,Holiday,1AC,3,Normal,26,0
Sun,Morning,83,Low,Festival,1AC,1,Tatkal,89,1
Thu,Morning,1,High,Holiday,1AC,4,Tatkal,83,0
Thu,Evening,54,High,Holiday,2AC,1,Tatkal,54,0
Sun,Night,35,Low,Normal,3AC,1,Normal,28,0
Mon,Afternoon,111,Low,Holiday,Sleeper,2,Normal,98,1
Wed,Morning,65,High,Holiday,2AC,3,Normal,22,0
Wed,Evening,116,High,Festival,2AC,1,Normal,77,0
Sun,Morning,95,High,Normal,2AC,3,Tatkal,26,0
Sun,Afternoon,44,Medium,Holiday,1AC,3,Normal,98,0
Sun,Morning,24,High,Holiday,2AC,3,Tatkal,80,0
Thu,Morning,45,High,Festival,1AC,3,Normal,46,1
Sun,Night,83,Low,Holiday,2AC,1,Normal,17,1
Fri,Afternoon,58,High,Normal,3AC,3,Tatkal,20,0
Tue,Night,64,Medium,Festival,1AC,4,Normal,95,1
Sun,Morning,87,Low,Normal,3AC,5,Tatkal,42,1
Fri,Afternoon,87,Medium,Holiday,2AC,4,Tatkal,73,0
Sat,Evening,31,Medium,Normal,3AC,2,Tatkal,10,1
Fri,Night,77,Medium,Festival,1AC,3,Normal,11,1
Thu,Night,105,High,Holiday,3AC,3,Normal,19,1
Thu,Evening,9,Low,Festival,Sleeper,1,Normal,29,0
Tue,Morning,52,Low,Festival,2AC,2,Tatkal,42,1
Tue,Evening,93,High,Normal,2AC,5,Tatkal,47,1
Tue,Afternoon,7,Low,Holiday,1AC,5,Tatkal,80,1
Thu,Night,63,Medium,Holiday,3AC,4,Tatkal,3,1
Thu,Afternoon,32,Medium,Festival,3AC,4,Normal,74,1
Fri,Morning,81,Low,Normal,1AC,5,Normal,45,0
Thu,Evening,93,High,Festival,1AC,3,Tatkal,63,0
Sat,Afternoon,15,Low,Festival,3AC,1,Tatkal,85,0
Wed,Night,83,Low,Holiday,Sleeper,5,Tatkal,75,1
Wed,Afternoon,98,Low,Normal,2AC,4,Tatkal,24,1
Tue,Night,109,Low,Holiday,2AC,1,Tatkal,29,1
Thu,Morning,34,Low,Holiday,3AC,5,Tatkal,76,0
Sat,Evening,72,Low,Holiday,2AC,3,Tatkal,50,0
Wed,Afternoon,8,Low,Normal,3AC,5,Normal,92,0
Fri,Morning,94,Medium,Festival,Sleeper,4,Tatkal,95,0
Mon,Morning,119,Low,Normal,1AC,5,Normal,59,1
Sun,Afternoon,106,Medium,Normal,Sleeper,4,Normal,17,0
Fri,Afternoon,38,Low,Festival,2AC,3,Normal,76,0
Mon,Night,95,Low,Normal,2AC,3,Normal,0,1
Sat,Morning,109,High,Normal,Sleeper,1,Normal,46,0
Fri,Evening,13,Medium,Normal,3AC,3,Normal,43,1
Wed,Morning,55,Medium,Holiday,2AC,3,Normal,29,1
Thu,Evening,42,High,Normal,Sleeper,3,Normal,65,0
Mon,Afternoon,35,Medium,Normal,3AC,5,Tatkal,53,1
Thu,Night,70,Low,Holiday,1AC,3,Normal,86,0
Sat,Night,95,Medium,Normal,1AC,3,Tatkal,77,0
Sun,Afternoon,26,High,Holiday,2AC,5,Tatkal,25,1
Sun,Night,7,Medium,Festival,3AC,4,Tatkal,45,0
Thu,Afternoon,115,Medium,Festival,Sleeper,2,Tatkal,42,1
Wed,Night,79,Low,Holiday,2AC,4,Normal,19,1
Sat,Morning,20,High,Holiday,2AC,3,Tatkal,90,1
Sun,Night,71,High,Holiday,1AC,1,Normal,89,1
Tue,Evening,109,High,Normal,1AC,2,Normal,88,1
Tue,Morning,109,High,Holiday,2AC,1,Normal,46,0
Mon,Night,12,High,Normal,1AC,1,Tatkal,86,1
Wed,Morning,1,Medium,Normal,1AC,4,Normal,15,1
Thu,Morning,3,Medium,Holiday,1AC,5,Normal,80,1
Fri,Evening,67,Medium,Holiday,2AC,5,Normal,50,1
Fri,Evening,62,High,Normal,1AC,5,Tatkal,89,1
Sat,Afternoon,105,Low,Normal,Sleeper,3,Tatkal,24,0
Mon,Morning,94,Medium,Festival,Sleeper,2,Normal,75,1
Mon,Night,60,High,Festival,1AC,2,Normal,66,0
Mon,Evening,99,Low,Festival,2AC,5,Normal,1,1
Wed,Morning,16,High,Festival,2AC,2,Tatkal,85,0
Fri,Afternoon,5,High,Holiday,1AC,1,Normal,81,0
Sat,Afternoon,42,Medium,Normal,Sleeper,4,Tatkal,59,1
Wed,Morning,66,High,Festival,3AC,4,Normal,72,0
Sat,Afternoon,65,High,Holiday,1AC,1,Normal,21,1
Wed,Night,76,Low,Normal,3AC,1,Normal,14,0
Thu,Night,58,Low,Holiday,1AC,3,Normal,61,0
Wed,Night,87,Low,Festival,1AC,5,Normal,46,0
Wed,Night,22,High,Holiday,2AC,4,Normal,55,0
Thu,Evening,86,High,Festival,Sleeper,5,Tatkal,87,0
Tue,Night,38,High,Normal,2AC,3,Tatkal,63,0
Thu,Evening,97,Low,Festival,1AC,1,Tatkal,74,0
Mon,Evening,92,High,Festival,1AC,3,Tatkal,81,1
Sun,Evening,116,Low,Holiday,1AC,1,Tatkal,92,1
Tue,Afternoon,32,Medium,Normal,2AC,2,Tatkal,97,0
Sun,Evening,49,High,Holiday,3AC,1,Tatkal,90,0
Fri,Afternoon,89,High,Festival,Sleeper,4,Normal,35,0
Sun,Night,16,Medium,Normal,3AC,4,Normal,49,1
Sat,Afternoon,75,High,Festival,3AC,5,Tatkal,3,0
Wed,Morning,37,Low,Holiday,3AC,5,Normal,78,1
Tue,Afternoon,56,Medium,Holiday,1AC,2,Tatkal,46,1
Fri,Morning,87,Medium,Festival,3AC,4,Normal,88,1
Thu,Afternoon,5,Medium,Holiday,1AC,1,Tatkal,19,1
Thu,Evening,22,High,Normal,Sleeper,2,Normal,50,0
Mon,Morning,50,High,Holiday,2AC,4,Tatkal,47,0
Sun,Afternoon,73,Medium,Festival,1AC,4,Normal,41,1
Mon,Night,1,Medium,Normal,2AC,2,Normal,86,1
Tue,Afternoon,103,Medium,Normal,Sleeper,4,Normal,22,1
Sun,Morning,36,High,Normal,2AC,3,Normal,80,0
Sat,Night,22,Low,Holiday,Sleeper,4,Tatkal,2,1
Wed,Morning,3,High,Festival,1AC,4,Tatkal,85,1
Thu,Evening,99,Low,Normal,Sleeper,4,Tatkal,72,0
Tue,Evening,95,Medium,Holiday,Sleeper,5,Tatkal,60,0
Sun,Afternoon,110,High,Holiday,Sleeper,1,Tatkal,44,0
Tue,Afternoon,12,High,Holiday,Sleeper,5,Normal,58,0
Sat,Afternoon,36,High,Holiday,Sleeper,5,Normal,89,0
Sun,Afternoon,14,Medium,Festival,3AC,4,Normal,33,0
Tue,Morning,51,Medium,Normal,3AC,4,Tatkal,53,1
Mon,Morning,84,Medium,Holiday,2AC,3,Tatkal,90,1
Sat,Afternoon,102,Low,Festival,2AC,4,Normal,78,1
Thu,Afternoon,77,Low,Normal,2AC,5,Tatkal,36,1
Sun,Evening,43,Low,Normal,3AC,3,Tatkal,21,1
Mon,Afternoon,5,High,Holiday,1AC,1,Tatkal,30,0
Mon,Evening,22,High,Normal,Sleeper,4,Tatkal,33,0
Sat,Evening,38,Low,Normal,1AC,3,Normal,45,1
Sat,Afternoon,120,Medium,Festival,Sleeper,4,Tatkal,49,1
Tue,Morning,97,High,Holiday,3AC,2,Normal,95,1
Fri,Evening,44,Low,Festival,2AC,1,Tatkal,16,0
Fri,Evening,18,High,Normal,1AC,5,Tatkal,81,0
Fri,Afternoon,61,High,Normal,1AC,4,Normal,73,1
Sun,Morning,30,Low,Festival,2AC,3,Tatkal,22,0
Sun,Night,94,Low,Holiday,Sleeper,4,Normal,36,1
Tue,Evening,63,Medium,Normal,3AC,1,Normal,65,1
Wed,Afternoon,18,Medium,Festival,1AC,4,Tatkal,49,0
Sun,Morning,78,High,Holiday,Sleeper,4,Tatkal,33,1
Thu,Morning,31,Medium,Holiday,3AC,5,Normal,5,0
Tue,Morning,85,Low,Holiday,2AC,4,Normal,87,0
Tue,Evening,112,Low,Normal,Sleeper,1,Normal,96,1
Mon,Night,45,High,Holiday,Sleeper,4,Normal,41,0
Fri,Morning,88,Medium,Normal,2AC,4,Normal,41,1
Sat,Evening,4,Low,Holiday,1AC,3,Tatkal,85,0
Tue,Afternoon,21,Medium,Festival,1AC,1,Normal,69,1
Wed,Morning,118,High,Holiday,2AC,1,Normal,53,1
Sun,Evening,32,High,Normal,Sleeper,3,Tatkal,96,1
Thu,Night,50,Low,Festival,Sleeper,5,Normal,42,0
Wed,Morning,13,High,Festival,2AC,5,Normal,49,1
Tue,Night,40,Medium,Festival,Sleeper,3,Normal,43,1
Tue,Evening,116,Medium,Holiday,2AC,2,Normal,78,1
Mon,Afternoon,81,Medium,Normal,2AC,4,Tatkal,88,1
Wed,Evening,93,Low,Festival,2AC,5,Normal,86,1
Mon,Night,98,Medium,Normal,1AC,1,Normal,17,0
Sat,Night,85,Low,Normal,1AC,1,Normal,68,1
Wed,Afternoon,59,Medium,Normal,2AC,3,Tatkal,19,1
Fri,Morning,31,High,Holiday,3AC,2,Tatkal,69,0
Sat,Evening,18,Low,Festival,Sleeper,4,Normal,48,0
Fri,Afternoon,108,Low,Festival,2AC,3,Tatkal,39,1
Wed,Morning,90,Low,Normal,1AC,3,Tatkal,91,1
Mon,Afternoon,96,Low,Holiday,1AC,5,Tatkal,50,0
Fri,Night,4,Medium,Normal,1AC,2,Normal,96,1
Tue,Morning,9,High,Normal,2AC,3,Normal,22,1
Sun,Afternoon,42,Low,Festival,3AC,5,Normal,49,1
Thu,Evening,6,High,Festival,1AC,2,Tatkal,39,0
Mon,Afternoon,58,High,Normal,1AC,4,Normal,23,1
Sat,Morning,10,Low,Festival,1AC,2,Normal,75,1
Sun,Afternoon,79,Low,Normal,1AC,4,Normal,54,1
Sat,Afternoon,116,Low,Normal,Sleeper,4,Tatkal,44,0
Wed,Evening,112,High,Normal,2AC,2,Normal,64,0
Sat,Morning,94,Low,Festival,3AC,2,Tatkal,88,0
Thu,Morning,113,High,Normal,3AC,2,Tatkal,98,0
Thu,Night,81,Low,Holiday,2AC,2,Tatkal,55,1
Tue,Afternoon,91,Medium,Holiday,Sleeper,1,Normal,40,1
Sat,Morning,41,High,Festival,3AC,1,Normal,99,0
Mon,Morning,26,Low,Normal,1AC,1,Tatkal,91,0
Thu,Morning,3,Low,Festival,2AC,1,Tatkal,40,1
Mon,Evening,115,Medium,Festival,3AC,3,Normal,99,0
Tue,Evening,16,Medium,Normal,2AC,3,Tatkal,18,0
Wed,Evening,65,Low,Normal,2AC,4,Normal,85,1
Thu,Morning,29,Low,Normal,2AC,4,Tatkal,66,0
Thu,Evening,113,High,Normal,2AC,5,Normal,12,1
Thu,Morning,74,High,Holiday,Sleeper,1,Normal,66,1
Sat,Evening,32,Medium,Festival,3AC,3,Tatkal,49,0
Mon,Afternoon,52,Medium,Holiday,3AC,4,Normal,8,1
Sun,Morning,94,High,Holiday,1AC,2,Tatkal,48,1
Thu,Night,47,Low,Holiday,2AC,5,Tatkal,0,1
Mon,Afternoon,20,Low,Normal,1AC,1,Normal,36,0
Sat,Afternoon,36,High,Normal,Sleeper,2,Normal,85,0
Fri,Afternoon,91,Low,Holiday,3AC,5,Tatkal,74,0
Fri,Night,69,High,Normal,3AC,1,Normal,3,0
Mon,Night,44,Medium,Festival,2AC,1,Tatkal,72,0
Sat,Night,42,High,Festival,Sleeper,3,Normal,75,0
Fri,Evening,84,Low,Holiday,3AC,4,Tatkal,61,1
Tue,Evening,109,Medium,Festival,1AC,1,Tatkal,32,0
Tue,Afternoon,89,Low,Normal,Sleeper,5,Normal,78,0
Fri,Night,6,Medium,Festival,Sleeper,3,Tatkal,49,0
Wed,Afternoon,40,High,Normal,Sleeper,2,Tatkal,18,0
Mon,Afternoon,72,Medium,Holiday,1AC,4,Normal,34,1
Fri,Night,89,High,Holiday,1AC,5,Normal,65,1
Mon,Evening,112,Medium,Holiday,2AC,2,Normal,99,1
Sun,Afternoon,101,Low,Holiday,3AC,5,Normal,69,1
Sun,Afternoon,70,Low,Normal,Sleeper,3,Tatkal,54,0
Sat,Morning,56,High,Normal,2AC,3,Normal,8,1
Sun,Night,105,Medium,Holiday,2AC,3,Normal,81,1
Sun,Afternoon,27,High,Normal,2AC,2,Normal,83,0
Fri,Night,100,High,Normal,Sleeper,2,Normal,90,1
Tue,Morning,1,High,Festival,2AC,1,Normal,62,0
Sat,Night,57,Medium,Holiday,1AC,1,Normal,95,1
Sun,Morning,71,High,Normal,2AC,2,Tatkal,0,1
Wed,Morning,0,Medium,Normal,Sleeper,3,Tatkal,21,1
Mon,Evening,86,Low,Festival,3AC,2,Normal,12,1
Wed,Afternoon,44,High,Festival,2AC,1,Normal,53,0
Sun,Afternoon,43,High,Normal,3AC,1,Normal,26,0
Tue,Night,35,Medium,Festival,1AC,1,Normal,63,1
Sun,Night,41,Medium,Normal,2AC,4,Tatkal,95,0
Thu,Morning,69,High,Normal,3AC,5,Normal,34,0
Thu,Morning,62,Medium,Holiday,Sleeper,3,Normal,55,1
Mon,Night,14,Medium,Holiday,Sleeper,3,Tatkal,79,1
Sat,Night,119,Low,Holiday,Sleeper,2,Normal,54,0
Tue,Night,78,Medium,Holiday,2AC,2,Tatkal,75,1
Sun,Morning,90,High,Festival,1AC,1,Tatkal,64,1
Mon,Night,18,Medium,Festival,3AC,4,Tatkal,45,0
Sat,Morning,1,Low,Festival,3AC,3,Tatkal,49,0
Mon,Afternoon,7,Medium,Normal,3AC,4,Tatkal,44,1
Mon,Afternoon,37,Low,Normal,2AC,3,Normal,31,1
Wed,Morning,10,Medium,Normal,2AC,1,Normal,0,0
Fri,Morning,21,High,Normal,1AC,5,Normal,43,0
Tue,Morning,39,Medium,Holiday,Sleeper,3,Normal,18,1
Wed,Morning,52,High,Festival,3AC,2,Tatkal,14,0
Sat,Evening,58,Low,Festival,Sleeper,4,Normal,29,0
Fri,Afternoon,20,Medium,Festival,2AC,3,Tatkal,23,0
Mon,Afternoon,102,Medium,Holiday,1AC,3,Normal,41,1
Thu,Evening,117,Medium,Holiday,2AC,5,Normal,91,1
Sun,Night,18,Low,Normal,Sleeper,2,Normal,21,0
Wed,Morning,13,High,Holiday,2AC,5,Normal,90,0
Tue,Morning,115,Medium,Normal,1AC,2,Normal,12,1
Tue,Night,113,Medium,Normal,3AC,1,Normal,91,0
Fri,Afternoon,7,Low,Normal,2AC,4,Tatkal,37,0
Wed,Evening,5,Low,Festival,3AC,2,Normal,14,1
Mon,Morning,45,High,Holiday,3AC,2,Tatkal,95,0
Fri,Afternoon,31,Low,Normal,3AC,1,Tatkal,78,0
Sat,Afternoon,86,Low,Holiday,Sleeper,4,Normal,55,1
Tue,Afternoon,68,Low,Normal,Sleeper,5,Normal,86,1
Sat,Evening,38,Medium,Normal,1AC,1,Normal,35,1
Wed,Evening,51,Medium,Normal,Sleeper,2,Tatkal,22,1
Thu,Evening,57,High,Festival,3AC,3,Normal,45,0
Sat,Evening,67,Medium,Festival,3AC,5,Tatkal,96,1
Sun,Evening,60,Low,Holiday,1AC,1,Tatkal,70,0
Mon,Evening,74,High,Festival,1AC,3,Normal,85,0
Sun,Night,65,Medium,Normal,Sleeper,3,Tatkal,67,1
Tue,Afternoon,77,High,Normal,2AC,1,Tatkal,40,0
Sun,Afternoon,61,High,Holiday,2AC,3,Normal,29,1
Wed,Night,71,High,Holiday,2AC,3,Tatkal,57,0
Thu,Morning,6,Medium,Normal,1AC,4,Normal,60,1
Tue,Night,51,Low,Normal,2AC,4,Tatkal,54,0
Thu,Morning,50,High,Festival,Sleeper,1,Tatkal,6,0
Tue,Morning,80,Low,Holiday,2AC,3,Tatkal,37,1
Fri,Night,108,Low,Festival,2AC,2,Normal,70,0
Sun,Night,100,High,Holiday,1AC,3,Tatkal,7,0
Fri,Evening,21,High,Festival,1AC,2,Tatkal,95,0
Fri,Night,98,High,Holiday,1AC,4,Tatkal,75,1
Wed,Evening,74,Low,Holiday,Sleeper,3,Normal,8,1
Fri,Night,89,High,Festival,1AC,1,Normal,8,1
Wed,Night,109,High,Festival,1AC,5,Tatkal,63,0
Mon,Morning,107,Low,Festival,3AC,2,Tatkal,8,0
Fri,Night,40,Medium,Holiday,2AC,4,Tatkal,20,0
Wed,Morning,13,Medium,Normal,Sleeper,3,Normal,84,0
Tue,Evening,9,Medium,Holiday,3AC,4,Tatkal,44,0
Wed,Night,89,Medium,Festival,2AC,4,Tatkal,90,1
Sat,Evening,88,High,Normal,3AC,5,Tatkal,35,0
Wed,Night,21,Low,Holiday,Sleeper,5,Tatkal,46,0
Sun,Night,100,High,Festival,2AC,1,Normal,95,0
Sat,Afternoon,78,Low,Normal,2AC,4,Tatkal,64,1
Tue,Night,113,Medium,Holiday,1AC,3,Normal,99,1
Sun,Morning,47,Low,Festival,3AC,5,Tatkal,32,0
Wed,Evening,69,Medium,Normal,2AC,3,Tatkal,77,1
Sun,Afternoon,116,Low,Holiday,Sleeper,1,Normal,50,1
Tue,Afternoon,18,High,Normal,3AC,2,Tatkal,42,0
Sun,Evening,91,High,Holiday,1AC,1,Tatkal,75,1
Sat,Evening,90,Low,Holiday,3AC,3,Normal,57,1
Thu,Afternoon,41,Medium,Holiday,2AC,3,Normal,85,0
Fri,Night,34,Medium,Holiday,Sleeper,3,Normal,34,0
Sat,Afternoon,47,Low,Normal,2AC,1,Normal,18,1
Mon,Night,80,Low,Festival,Sleeper,5,Tatkal,26,0
Wed,Evening,24,High,Holiday,2AC,1,Tatkal,94,1
Sun,Night,3,Medium,Holiday,3AC,4,Tatkal,64,0
Tue,Night,8,High,Holiday,3AC,5,Normal,79,0
Fri,Night,35,Low,Normal,2AC,5,Normal,71,1
Sun,Morning,20,Medium,Normal,3AC,4,Normal,95,1
Wed,Night,100,High,Normal,1AC,5,Tatkal,1,1
Fri,Morning,99,High,Holiday,1AC,3,Tatkal,29,1
Thu,Night,67,High,Festival,2AC,3,Tatkal,42,0
Wed,Night,118,High,Normal,3AC,4,Tatkal,9,0
Sun,Morning,111,Medium,Holiday,Sleeper,3,Normal,50,1
Tue,Night,43,Medium,Normal,1AC,4,Normal,64,1
Thu,Night,54,Low,Holiday,1AC,4,Tatkal,24,1
Wed,Morning,5,Low,Normal,3AC,2,Normal,75,0
Fri,Morning,61,Low,Festival,2AC,3,Tatkal,94,1
Sun,Morning,50,High,Festival,3AC,4,Normal,53,0
Thu,Morning,101,Low,Festival,3AC,2,Tatkal,88,1
Tue,Night,77,High,Holiday,Sleeper,3,Tatkal,59,0
Wed,Night,72,Medium,Normal,Sleeper,3,Normal,14,1
Fri,Evening,98,Medium,Holiday,Sleeper,3,Normal,7,1
Sun,Night,118,Medium,Holiday,3AC,1,Normal,2,1
Fri,Afternoon,74,Low,Holiday,2AC,5,Normal,29,1
Sat,Afternoon,84,Medium,Festival,2AC,3,Tatkal,57,0
Thu,Afternoon,38,Medium,Festival,3AC,3,Tatkal,70,1
Sun,Night,60,Medium,Normal,Sleeper,5,Normal,50,1
Wed,Afternoon,10,Medium,Holiday,2AC,1,Tatkal,24,1
Sat,Night,81,High,Normal,2AC,1,Tatkal,95,1
Fri,Morning,114,Medium,Holiday,Sleeper,3,Tatkal,98,1
Thu,Night,17,Medium,Festival,1AC,4,Tatkal,41,1
Mon,Evening,57,High,Holiday,3AC,4,Tatkal,78,0
Sun,Night,22,Medium,Holiday,2AC,1,Normal,17,0
Fri,Afternoon,88,Low,Festival,1AC,3,Tatkal,81,1
Thu,Morning,27,Low,Festival,1AC,5,Normal,0,1
Mon,Morning,110,Low,Holiday,Sleeper,1,Tatkal,33,0
Sun,Morning,82,High,Festival,Sleeper,2,Tatkal,41,1
Thu,Evening,58,Medium,Festival,Sleeper,2,Tatkal,63,0
Fri,Evening,26,Medium,Normal,2AC,2,Tatkal,34,1
Mon,Evening,59,Low,Normal,1AC,1,Tatkal,13,0
Sun,Afternoon,79,High,Festival,2AC,5,Normal,97,0
Thu,Afternoon,70,Low,Holiday,2AC,2,Tatkal,76,0
Wed,Evening,105,High,Holiday,Sleeper,5,Tatkal,23,1
Mon,Night,54,Medium,Normal,2AC,4,Normal,76,1
Thu,Evening,50,High,Holiday,3AC,3,Tatkal,59,0
Wed,Evening,74,Low,Festival,Sleeper,5,Normal,43,1
Mon,Evening,68,High,Holiday,Sleeper,2,Normal,95,1
Thu,Morning,27,Low,Holiday,Sleeper,1,Tatkal,63,1
Fri,Afternoon,69,Low,Festival,Sleeper,1,Tatkal,92,0
Mon,Morning,59,Medium,Festival,Sleeper,2,Tatkal,40,0
Mon,Night,20,Medium,Holiday,1AC,4,Tatkal,67,0
Sun,Night,39,Medium,Festival,1AC,2,Normal,81,1
Wed,Afternoon,104,Low,Holiday,2AC,1,Tatkal,10,1
Sat,Night,59,Medium,Holiday,2AC,2,Normal,69,1
Sun,Morning,95,Medium,Holiday,Sleeper,2,Tatkal,19,0
Sat,Morning,75,Low,Normal,Sleeper,3,Tatkal,66,1
Thu,Morning,37,Low,Festival,Sleeper,3,Normal,93,0
Fri,Night,10,Low,Holiday,Sleeper,4,Normal,81,0
Wed,Evening,97,High,Holiday,Sleeper,2,Tatkal,90,1
Mon,Morning,97,High,Normal,1AC,2,Normal,3,1
Sat,Morning,19,Medium,Normal,2AC,3,Tatkal,62,1
Wed,Evening,57,High,Holiday,3AC,3,Normal,47,0
Wed,Evening,34,High,Holiday,Sleeper,1,Tatkal,93,0
Sun,Afternoon,38,Low,Holiday,1AC,5,Tatkal,56,0
Wed,Night,27,Medium,Normal,3AC,2,Normal,8,1
Mon,Morning,107,Low,Holiday,2AC,3,Normal,29,1
Sun,Afternoon,35,High,Holiday,2AC,2,Tatkal,48,0
Tue,Night,18,High,Normal,2AC,2,Tatkal,89,0
Wed,Afternoon,49,Medium,Normal,2AC,5,Normal,65,1
Tue,Night,3,Low,Festival,3AC,2,Normal,34,0
Sat,Morning,78,High,Festival,2AC,3,Normal,96,1
Fri,Afternoon,36,Medium,Normal,3AC,5,Normal,65,1
Sun,Night,99,High,Holiday,3AC,4,Tatkal,14,0
Sat,Night,89,High,Festival,3AC,5,Normal,80,1
Sun,Night,72,Low,Festival,Sleeper,5,Tatkal,96,0
Fri,Evening,111,Low,Normal,Sleeper,4,Normal,10,1
Fri,Night,48,High,Holiday,3AC,3,Tatkal,41,0
Sun,Evening,63,Medium,Festival,Sleeper,2,Tatkal,0,1
Sat,Morning,104,Low,Normal,1AC,1,Tatkal,41,1
Thu,Afternoon,77,Low,Festival,Sleeper,2,Tatkal,20,1
Mon,Morning,110,Medium,Holiday,Sleeper,2,Normal,16,0
Tue,Evening,87,Low,Festival,1AC,2,Tatkal,75,0
Thu,Morning,108,Low,Holiday,2AC,1,Tatkal,85,1
Tue,Evening,56,Medium,Holiday,1AC,2,Normal,24,1
Sun,Evening,58,Low,Normal,Sleeper,1,Tatkal,25,1
Mon,Night,2,High,Holiday,1AC,2,Tatkal,90,1
Sun,Evening,120,High,Holiday,2AC,3,Normal,27,0
Wed,Night,72,Medium,Holiday,3AC,2,Tatkal,92,1
Sun,Afternoon,97,Medium,Festival,2AC,1,Normal,70,0
Sat,Night,50,Medium,Holiday,2AC,3,Tatkal,46,0
Thu,Night,55,Low,Normal,Sleeper,5,Tatkal,44,1
Sun,Night,22,High,Holiday,Sleeper,2,Tatkal,37,0
Mon,Night,49,Medium,Holiday,1AC,4,Normal,48,1
Sat,Afternoon,57,Medium,Normal,2AC,1,Normal,77,0
Thu,Afternoon,24,Low,Normal,Sleeper,5,Normal,22,1
Sun,Afternoon,81,Medium,Normal,2AC,5,Tatkal,46,1
Fri,Evening,29,Medium,Festival,3AC,4,Normal,23,0
Sun,Evening,80,High,Festival,3AC,3,Tatkal,12,0
Thu,Night,72,High,Normal,2AC,5,Tatkal,50,0
Wed,Night,3,Medium,Holiday,2AC,5,Normal,60,1
Wed,Evening,10,High,Festival,3AC,2,Normal,59,1
Tue,Night,92,Low,Festival,3AC,1,Tatkal,32,0
Thu,Afternoon,94,High,Festival,Sleeper,1,Tatkal,70,1
Sun,Morning,37,High,Normal,3AC,1,Tatkal,98,1
Fri,Night,20,High,Festival,2AC,3,Normal,86,0
Sun,Morning,46,Low,Normal,Sleeper,1,Normal,35,1
Wed,Afternoon,3,Medium,Normal,2AC,4,Tatkal,24,0
Tue,Night,35,Low,Normal,3AC,1,Normal,48,0
Sun,Afternoon,114,Low,Holiday,1AC,3,Tatkal,87,1
Fri,Afternoon,67,Low,Holiday,3AC,4,Normal,93,1
Fri,Afternoon,99,Medium,Festival,1AC,5,Tatkal,61,1
Sun,Evening,54,Medium,Normal,3AC,3,Tatkal,47,0
Fri,Night,88,High,Holiday,2AC,1,Normal,55,0
Mon,Afternoon,46,Medium,Festival,1AC,3,Normal,100,0
Wed,Evening,91,Low,Normal,1AC,2,Tatkal,42,0
Mon,Night,35,High,Festival,1AC,1,Tatkal,89,1
Mon,Afternoon,21,High,Normal,Sleeper,5,Tatkal,23,0
Wed,Night,117,Medium,Holiday,Sleeper,2,Tatkal,13,0
Thu,Evening,110,Medium,Holiday,3AC,4,Normal,22,0
Sat,Evening,45,Low,Festival,Sleeper,4,Normal,61,0
Tue,Night,14,Medium,Festival,3AC,3,Normal,57,1
Sun,Night,20,Medium,Holiday,2AC,1,Normal,82,1
Sat,Evening,74,High,Festival,1AC,2,Tatkal,12,0
Sat,Afternoon,20,Medium,Normal,Sleeper,5,Tatkal,84,1
Sat,Evening,40,Low,Normal,1AC,5,Tatkal,75,1
Sat,Afternoon,11,Medium,Normal,Sleeper,5,Normal,31,0
Wed,Evening,49,High,Holiday,2AC,4,Normal,46,0
Sat,Evening,53,Medium,Normal,3AC,5,Normal,27,1
Tue,Afternoon,56,Low,Holiday,1AC,2,Tatkal,78,1
Sun,Morning,13,High,Festival,1AC,2,Normal,10,1
Thu,Afternoon,2,High,Festival,1AC,5,Tatkal,16,1
Wed,Morning,19,Medium,Festival,3AC,5,Tatkal,58,1
Sat,Afternoon,37,Low,Holiday,1AC,2,Normal,37,1
Fri,Evening,118,Medium,Normal,3AC,5,Normal,53,0
Sun,Afternoon,98,Low,Festival,1AC,1,Tatkal,77,1
Wed,Morning,23,Medium,Normal,3AC,5,Tatkal,24,0
Thu,Evening,24,Medium,Normal,2AC,3,Normal,85,1
Sat,Afternoon,65,Medium,Normal,3AC,1,Tatkal,72,0
Mon,Afternoon,10,Low,Festival,Sleeper,4,Normal,30,1
Wed,Evening,118,Low,Festival,2AC,2,Normal,38,0
Sun,Morning,75,Low,Festival,2AC,5,Normal,87,1
Sun,Afternoon,79,Medium,Holiday,3AC,5,Normal,98,1
Fri,Morning,86,High,Festival,2AC,4,Tatkal,97,1
